epoch,O1_tagging_binary_crossentropy,O1_tagging_kullback_leibler_divergence,O1_tagging_loss,O1_tagging_mse,O2_subject_binary_crossentropy,O2_subject_kullback_leibler_divergence,O2_subject_loss,O2_subject_mse,loss,lr,val_O1_tagging_binary_crossentropy,val_O1_tagging_kullback_leibler_divergence,val_O1_tagging_loss,val_O1_tagging_mse,val_O2_subject_binary_crossentropy,val_O2_subject_kullback_leibler_divergence,val_O2_subject_loss,val_O2_subject_mse,val_loss
0,0.05865158513188362,0.6043535470962524,0.061693478375673294,0.010105774737894535,0.09403329342603683,3.1321568489074707,0.05400288477540016,0.022697968408465385,0.11569637060165405,0.001,0.04057189077138901,0.4722961485385895,0.042514216154813766,0.006524169351905584,0.07856636494398117,2.4343159198760986,0.09377910941839218,0.018384017050266266,0.13629329204559326
1,0.0477641299366951,0.5020402073860168,0.052887801080942154,0.008660783991217613,0.0798879861831665,2.506136894226074,0.05034732073545456,0.0207250714302063,0.10323513299226761,0.001,0.03261089697480202,0.33575180172920227,0.036588724702596664,0.006287537515163422,0.068227119743824,2.011532783508301,0.08270642161369324,0.01706319861114025,0.119295135140419
2,0.03803454339504242,0.3853761851787567,0.04187871515750885,0.007574170827865601,0.07651311159133911,2.3419718742370605,0.047518301755189896,0.020418070256710052,0.08939701318740845,0.001,0.02721739374101162,0.2873801290988922,0.030437510460615158,0.005935430992394686,0.06699435412883759,1.93440842628479,0.07532980293035507,0.017074044793844223,0.10576729476451874
3,0.03490813076496124,0.34475821256637573,0.03794577345252037,0.007443052250891924,0.07460882514715195,2.269019603729248,0.044897228479385376,0.019956275820732117,0.08284299820661545,0.001,0.025119325146079063,0.24064113199710846,0.027448857203125954,0.005672966130077839,0.06513530761003494,1.883973240852356,0.07398056238889694,0.016620110720396042,0.10142944008111954
4,0.03287484496831894,0.31520864367485046,0.034718241542577744,0.007280932739377022,0.07508378475904465,2.287261962890625,0.0433797687292099,0.01999618299305439,0.07809801399707794,0.001,0.02338918298482895,0.21553148329257965,0.024767456576228142,0.005443910602480173,0.06584767997264862,1.9041897058486938,0.07547193765640259,0.016795001924037933,0.10023939609527588
5,0.029055295512080193,0.27344343066215515,0.030757907778024673,0.006454451009631157,0.07103528827428818,2.12269926071167,0.03758953884243965,0.019092269241809845,0.06834743171930313,0.001,0.022470923140645027,0.1995968520641327,0.023024575784802437,0.005199200939387083,0.06453464180231094,1.8740698099136353,0.07053393125534058,0.016782594844698906,0.09355850517749786
6,0.027234997600317,0.2490536868572235,0.029543234035372734,0.006143244449049234,0.07173442095518112,2.1522839069366455,0.042365070432424545,0.01924836076796055,0.07190831005573273,0.001,0.02197880856692791,0.18494053184986115,0.02407211810350418,0.005152506288141012,0.06426046043634415,1.8549847602844238,0.07116159796714783,0.016990648582577705,0.09523371607065201
7,0.027065588161349297,0.2471960186958313,0.029605748131871223,0.006161407567560673,0.07106421887874603,2.117988348007202,0.04143910109996796,0.01914423145353794,0.07104485481977463,0.001,0.021327927708625793,0.15634800493717194,0.023400604724884033,0.005139931105077267,0.06427061557769775,1.852005124092102,0.07287848740816116,0.016864240169525146,0.0962790995836258
8,0.025719083845615387,0.23417618870735168,0.0268241036683321,0.005828360561281443,0.0708642303943634,2.1158251762390137,0.04099436104297638,0.01901094615459442,0.06781845539808273,0.001,0.020769869908690453,0.15188004076480865,0.022737668827176094,0.004976618569344282,0.06432557106018066,1.8520079851150513,0.07262428104877472,0.016889872029423714,0.09536194056272507
9,0.024345489218831062,0.218531996011734,0.025318346917629242,0.00557661522179842,0.0719863697886467,2.1461071968078613,0.04062696546316147,0.01934048719704151,0.06594531238079071,0.001,0.02120552957057953,0.15241941809654236,0.022137466818094254,0.004977975971996784,0.06386682391166687,1.8130606412887573,0.06826034933328629,0.016823722049593925,0.09039779752492905
