epoch,O1_tagging_binary_crossentropy,O1_tagging_kullback_leibler_divergence,O1_tagging_loss,O1_tagging_mse,O2_subject_binary_crossentropy,O2_subject_kullback_leibler_divergence,O2_subject_loss,O2_subject_mse,loss,lr,val_O1_tagging_binary_crossentropy,val_O1_tagging_kullback_leibler_divergence,val_O1_tagging_loss,val_O1_tagging_mse,val_O2_subject_binary_crossentropy,val_O2_subject_kullback_leibler_divergence,val_O2_subject_loss,val_O2_subject_mse,val_loss
11,0.007382726296782494,0.21509285271167755,0.01060610543936491,0.000561611435841769,0.02302921563386917,0.5858494639396667,0.014545143581926823,0.0055323499254882336,0.02515125274658203,1e-06,0.006292261183261871,0.17599649727344513,0.008128183893859386,0.0004274184466339648,0.014510965906083584,0.3379665017127991,0.018481068313121796,0.003261061618104577,0.026609251275658607
12,0.00747482106089592,0.21840086579322815,0.010899604298174381,0.0005696485750377178,0.02350733056664467,0.601331889629364,0.014420706778764725,0.005628661718219519,0.025320306420326233,1e-06,0.006139309611171484,0.17308682203292847,0.008072433061897755,0.00042249049874953926,0.01558670960366726,0.374306321144104,0.01957727037370205,0.0036267575342208147,0.027649706229567528
13,0.007251829840242863,0.21034222841262817,0.01035925280302763,0.0005464879213832319,0.023834172636270523,0.6123661994934082,0.015263918787240982,0.005790567956864834,0.025623178109526634,1e-06,0.006096477620303631,0.1719055026769638,0.007971574552357197,0.0004231509519740939,0.01620839349925518,0.3938930928707123,0.020640619099140167,0.003794710384681821,0.02861219272017479
14,0.007433491759002209,0.217027485370636,0.011226434260606766,0.0005647856160067022,0.022983992472290993,0.5785855054855347,0.014329194091260433,0.0054377662017941475,0.025555625557899475,1e-06,0.006196712609380484,0.17450346052646637,0.008202272467315197,0.00042349108844064176,0.015237313695251942,0.35841554403305054,0.0199261624366045,0.0034650769084692,0.028128432109951973
15,0.007638933602720499,0.22319011390209198,0.011124211363494396,0.0005796641926281154,0.02399216592311859,0.6155189871788025,0.015108412131667137,0.005693681538105011,0.02623262256383896,1e-06,0.006181014701724052,0.17397835850715637,0.008082450367510319,0.00042470154585316777,0.015377167612314224,0.366437703371048,0.020235128700733185,0.003590713022276759,0.02831757813692093
16,0.007606803439557552,0.2218426614999771,0.010629316791892052,0.0005754036828875542,0.02328428626060486,0.5844951868057251,0.01594488136470318,0.005534030497074127,0.02657420001924038,1e-06,0.006207664962857962,0.17421531677246094,0.007714197039604187,0.00042207472142763436,0.015254320576786995,0.3676602840423584,0.019433852285146713,0.0036167202051728964,0.027148045599460602
17,0.00749958585947752,0.21958471834659576,0.010834126733243465,0.0005737780011259019,0.02402721345424652,0.6202408075332642,0.015271419659256935,0.00578813161700964,0.026105552911758423,1e-06,0.006168899592012167,0.17369434237480164,0.00793818011879921,0.00042258508619852364,0.015077429823577404,0.3589998781681061,0.019070301204919815,0.00349807390011847,0.027008481323719025
18,0.007714414969086647,0.2256857007741928,0.011506952345371246,0.0005866031860932708,0.02318422682583332,0.5857794284820557,0.01457091886550188,0.005469422787427902,0.026077870279550552,1e-06,0.006202362477779388,0.17497128248214722,0.007747474126517773,0.00042720953933894634,0.014910006895661354,0.35619768500328064,0.01910001039505005,0.0033896579407155514,0.026847483590245247
19,0.007531582843512297,0.220741406083107,0.011016614735126495,0.0005754362791776657,0.023158524185419083,0.5892351269721985,0.014737850055098534,0.005482618231326342,0.02575446479022503,1e-06,0.006139278877526522,0.1738632172346115,0.0076875220984220505,0.00042820422095246613,0.015046819113194942,0.35643449425697327,0.019098367542028427,0.0034616333432495594,0.026785889640450478
20,0.007771272212266922,0.22845087945461273,0.011405158787965775,0.000596533645875752,0.02345186658203602,0.6006016731262207,0.014855030924081802,0.005596325732767582,0.026260195299983025,1e-06,0.006174905225634575,0.1733204573392868,0.00770566938444972,0.00042229637620039284,0.015177702531218529,0.36411699652671814,0.019520485773682594,0.003530531655997038,0.02722615748643875
21,0.0077797588892281055,0.22789067029953003,0.011362349614501,0.0005932172061875463,0.02425830066204071,0.6313343644142151,0.015615520998835564,0.005899857729673386,0.026977868750691414,1e-06,0.006223795935511589,0.17496566474437714,0.007662714459002018,0.0004272697551641613,0.014992471784353256,0.35512682795524597,0.01912723295390606,0.0035179350525140762,0.02678995206952095
22,0.007236523553729057,0.21096646785736084,0.010392623022198677,0.0005496541853062809,0.02397628128528595,0.6191835999488831,0.01503029279410839,0.005721209570765495,0.025422917678952217,1e-06,0.006219133269041777,0.17520788311958313,0.007897927425801754,0.00042713279253803194,0.01585622876882553,0.39067041873931885,0.019871952012181282,0.0037520970217883587,0.02776988036930561
23,0.007542585022747517,0.22124971449375153,0.010743957944214344,0.0005767613765783608,0.023118827491998672,0.586161196231842,0.014796695671975613,0.005541049875319004,0.025540653616189957,1e-06,0.006228554993867874,0.17478035390377045,0.007902378216385841,0.0004237138491589576,0.015119596384465694,0.36251118779182434,0.019585024565458298,0.003475121222436428,0.02748740091919899
