epoch,O1_tagging_binary_crossentropy,O1_tagging_loss,O1_tagging_mse,O2_subject_binary_crossentropy,O2_subject_loss,O2_subject_mse,loss,lr,val_O1_tagging_binary_crossentropy,val_O1_tagging_loss,val_O1_tagging_mse,val_O2_subject_binary_crossentropy,val_O2_subject_loss,val_O2_subject_mse,val_loss
21,0.011702810414135456,0.01210773829370737,0.0018525138730183244,0.019010329619050026,0.00974433682858944,0.004396589007228613,0.021852077916264534,0.001,0.012521444819867611,0.011500149965286255,0.0016527260886505246,0.01092386245727539,0.012411749921739101,0.002600813750177622,0.02391190454363823
22,0.011895519681274891,0.01147705689072609,0.0018132837722077966,0.017838189378380775,0.009074810892343521,0.004170700442045927,0.02055186778306961,0.001,0.011528806760907173,0.010707649402320385,0.0014109042240306735,0.010095772333443165,0.012000054121017456,0.002579715568572283,0.022707698866724968
23,0.011175082996487617,0.011059640906751156,0.0017698720330372453,0.01670433022081852,0.00852992758154869,0.003962124697864056,0.019589567556977272,0.001,0.01148283388465643,0.01059623435139656,0.001397171407006681,0.009336854331195354,0.010081813670694828,0.002446135738864541,0.020678048953413963
24,0.010987537913024426,0.010712501592934132,0.0017204373143613338,0.016450650990009308,0.008057123981416225,0.003949464298784733,0.018769627436995506,0.001,0.011751016601920128,0.010592726990580559,0.001472902949899435,0.011068200692534447,0.012472134083509445,0.0030092608649283648,0.023064857348799706
25,0.011565085500478745,0.011877658776938915,0.0017974402289837599,0.015776824206113815,0.007742776535451412,0.003774114651605487,0.019620433449745178,0.001,0.011700370348989964,0.010978997685015202,0.0015111381653696299,0.01758507639169693,0.019158998504281044,0.004105181898921728,0.03013799339532852
26,0.01636577770113945,0.018498914316296577,0.002590669086202979,0.022457871586084366,0.0135495038703084,0.005553380586206913,0.032048407942056656,0.001,0.02741066738963127,0.024623678997159004,0.004013631492853165,0.06432873010635376,0.06855316460132599,0.019562499597668648,0.09317684918642044
27,0.01590116322040558,0.016598189249634743,0.00255196332000196,0.020981894806027412,0.01252303458750248,0.005050241947174072,0.029121221974492073,0.001,0.054473042488098145,0.04991847649216652,0.012602420523762703,0.08214064687490463,0.09215341508388519,0.017166057601571083,0.14207185804843903
28,0.013013127259910107,0.013893029652535915,0.002087570261210203,0.01832547038793564,0.009502137079834938,0.004459904972463846,0.023395169526338577,0.001,0.012965862639248371,0.012047373689711094,0.0018231841968372464,0.015711236745119095,0.01680818572640419,0.0038084678817540407,0.02885555848479271
29,0.012177241034805775,0.012410574592649937,0.0019830898381769657,0.017329560592770576,0.009017931297421455,0.004229872487485409,0.021428504958748817,0.001,0.01186993345618248,0.010829937644302845,0.0014983091969043016,0.01280243881046772,0.014300564303994179,0.003040650859475136,0.02513050101697445
30,0.011747967451810837,0.01153981126844883,0.0018011585343629122,0.01598084717988968,0.007653765846043825,0.003920954652130604,0.019193582236766815,0.00020000001,0.011738535948097706,0.011145866475999355,0.0014276838628575206,0.008339469321072102,0.009606686420738697,0.0022263238206505775,0.020752551034092903
31,0.011424778029322624,0.011313268914818764,0.0018226441461592913,0.015643442049622536,0.007153114303946495,0.0038148819003254175,0.01846637949347496,0.00020000001,0.011870946735143661,0.010840159840881824,0.0014313837746158242,0.00821755826473236,0.009017234668135643,0.0021215644665062428,0.019857395440340042
32,0.011339516378939152,0.01138998381793499,0.0017851334996521473,0.015432843938469887,0.006877175997942686,0.003779220161959529,0.018267158418893814,0.00020000001,0.011063535697758198,0.009618009440600872,0.001382893300615251,0.007546080742031336,0.008232582360506058,0.0019539680797606707,0.017850598320364952
33,0.011341670528054237,0.011653429828584194,0.0017825919203460217,0.015453806146979332,0.007193755824118853,0.003844883292913437,0.018847184255719185,0.00020000001,0.01141979731619358,0.010231805965304375,0.0013879078906029463,0.007686561904847622,0.008340440690517426,0.002079193014651537,0.01857224479317665
34,0.01118706539273262,0.010538940317928791,0.0017613692907616496,0.01431159395724535,0.006567395757883787,0.00345754437148571,0.01710633374750614,0.00020000001,0.011053762398660183,0.009971370920538902,0.001365946838632226,0.007517379242926836,0.008079211227595806,0.001971537945792079,0.018050579354166985
35,0.0109350411221385,0.011393961496651173,0.0017099813558161259,0.014821353368461132,0.007087502162903547,0.0036896762903779745,0.01848146878182888,0.00020000001,0.01069664303213358,0.01030806079506874,0.0013481270289048553,0.007454486098140478,0.008227515034377575,0.0021228468976914883,0.01853557489812374
36,0.011046038009226322,0.010857731103897095,0.0017048846930265427,0.014150336384773254,0.0066022747196257114,0.0034743084106594324,0.01746000535786152,0.00020000001,0.011232197284698486,0.010103391483426094,0.00140813656616956,0.007778538856655359,0.007856280542910099,0.001991077559068799,0.017959676682949066
37,0.010867632925510406,0.010810697451233864,0.0017265280475839972,0.014665083028376102,0.0064317318610847,0.0036363652907311916,0.017242426052689552,0.00020000001,0.01107859704643488,0.009710181504487991,0.001373965060338378,0.006702128332108259,0.007182253058999777,0.0019088637782260776,0.016892435029149055
38,0.011245671659708023,0.010761212557554245,0.0017376497853547335,0.014475309289991856,0.00643404945731163,0.0036174573469907045,0.017195262014865875,0.00020000001,0.010305261239409447,0.009448098950088024,0.0013235837686806917,0.007056752219796181,0.008286042138934135,0.002106491941958666,0.017734143882989883
39,0.010708162561058998,0.010556669905781746,0.0016397204017266631,0.014036902226507664,0.006324145011603832,0.0034872686956077814,0.01688081957399845,0.00020000001,0.010992305353283882,0.010295640677213669,0.001345604076050222,0.007381797768175602,0.008791093714535236,0.00220841309055686,0.01908673159778118
40,0.010866639204323292,0.010977502912282944,0.0017540707485750318,0.013775515370070934,0.005914044100791216,0.0033918721601366997,0.016891544684767723,0.00020000001,0.011569502763450146,0.01043633371591568,0.0013610824244096875,0.007674696389585733,0.0074755167588591576,0.00212100800126791,0.017911842092871666
41,0.010917693376541138,0.010064403526484966,0.0016653926577419043,0.013827276416122913,0.006198693998157978,0.0034713426139205694,0.016263101249933243,0.00020000001,0.011061697266995907,0.010072993114590645,0.0013508008560165763,0.007362171076238155,0.007719450164586306,0.002147919964045286,0.017792440950870514
42,0.010634052567183971,0.010078782215714455,0.0016443008789792657,0.01400879118591547,0.006246696691960096,0.0035363491624593735,0.016325481235980988,0.00020000001,0.010979424230754375,0.009654182940721512,0.0013288328191265464,0.00701837707310915,0.007312275003641844,0.0020943761337548494,0.016966458410024643
43,0.010516475886106491,0.010004835203289986,0.0016114918980747461,0.013449919410049915,0.005827714689075947,0.0033780888188630342,0.015832550823688507,0.00020000001,0.010261395946145058,0.009363104589283466,0.0013228843454271555,0.006931751500815153,0.007121810223907232,0.0020637947600334883,0.01648491621017456
44,0.010535933077335358,0.010700360871851444,0.001714969053864479,0.01359593030065298,0.006091428454965353,0.003436262486502528,0.01679178513586521,0.00020000001,0.010477629490196705,0.01024030800908804,0.0013576720375567675,0.006850783713161945,0.0077486722730100155,0.002016817219555378,0.017988979816436768
45,0.011002699844539165,0.011083763092756271,0.0017901620594784617,0.013853698037564754,0.006149892695248127,0.0035352541599422693,0.017233654856681824,0.00020000001,0.010839601047337055,0.009759774431586266,0.001323319156654179,0.006356492638587952,0.006511212792247534,0.0018333877669647336,0.016270985826849937
46,0.010333431884646416,0.010545159690082073,0.0017020629020407796,0.013928035274147987,0.006184044294059277,0.0035945691633969545,0.0167292021214962,0.00020000001,0.010501595214009285,0.009770791977643967,0.001330363331362605,0.006646800320595503,0.007338256109505892,0.001975306775420904,0.01710904948413372
47,0.010549302212893963,0.010198164731264114,0.0016481272177770734,0.013004116714000702,0.005546010099351406,0.0033141181338578463,0.015744172036647797,0.00020000001,0.010202493518590927,0.00927441380918026,0.0013180929236114025,0.006539004854857922,0.007007995620369911,0.0020441683009266853,0.016282405704259872
48,0.01047226507216692,0.009627552703022957,0.001604339573532343,0.01308936346322298,0.0055303508415818214,0.003386915661394596,0.015157905407249928,0.00020000001,0.010413415729999542,0.009261644445359707,0.001300686621107161,0.006080493330955505,0.006871724035590887,0.0018650799756869674,0.016133368015289307
49,0.01059740874916315,0.01004091463983059,0.001667211763560772,0.013743589632213116,0.006106986664235592,0.003410178469493985,0.016147902235388756,0.00020000001,0.01071166805922985,0.009086736477911472,0.0013455057051032782,0.005981750320643187,0.0063751982524991035,0.0018284711986780167,0.015461934730410576
