epoch,O1_tagging_binary_crossentropy,O1_tagging_kullback_leibler_divergence,O1_tagging_loss,O1_tagging_mse,O2_subject_binary_crossentropy,O2_subject_kullback_leibler_divergence,O2_subject_loss,O2_subject_mse,loss,lr,val_O1_tagging_binary_crossentropy,val_O1_tagging_kullback_leibler_divergence,val_O1_tagging_loss,val_O1_tagging_mse,val_O2_subject_binary_crossentropy,val_O2_subject_kullback_leibler_divergence,val_O2_subject_loss,val_O2_subject_mse,val_loss
0,0.002852912060916424,0.03492637351155281,0.002485193544998765,0.00036381519748829305,0.03736088052392006,1.0532474517822266,0.02311466820538044,0.010628785006701946,0.025599859654903412,0.001,0.00233835494145751,0.022757062688469887,0.001801205682568252,0.0002235813590232283,0.030576258897781372,0.8765947818756104,0.034184470772743225,0.008700765669345856,0.03598569333553314
1,0.002718300325796008,0.0328250527381897,0.0023730224929749966,0.00035155724617652595,0.03778792545199394,1.0844566822052002,0.022251417860388756,0.010770540684461594,0.024624425917863846,0.001,0.0023452704772353172,0.022230153903365135,0.0017888352740556002,0.00022835712297819555,0.029037274420261383,0.7919144630432129,0.032044801861047745,0.008170231245458126,0.03383363410830498
2,0.002800068585202098,0.03347411006689072,0.002436684910207987,0.0003517890290822834,0.036393072456121445,1.0179904699325562,0.02117675356566906,0.010336817242205143,0.02361343987286091,0.001,0.002270068507641554,0.020126361399888992,0.0016541248187422752,0.00022235636424738914,0.02983449585735798,0.8575055599212646,0.0330318920314312,0.008729582652449608,0.03468603268265724
3,0.0028595661278814077,0.03412104398012161,0.0025669513270258904,0.00036328635178506374,0.038284044712781906,1.0761374235153198,0.022617807611823082,0.010760104283690453,0.025184771046042442,0.001,0.0023592831566929817,0.023450901731848717,0.0017957534873858094,0.0002277971216244623,0.030458269640803337,0.915373682975769,0.03377283364534378,0.008920194581151009,0.03556859493255615
4,0.0028313484508544207,0.03444233536720276,0.002377980388700962,0.0003613235312514007,0.037264663726091385,1.0594570636749268,0.021258870139718056,0.010431323200464249,0.023636840283870697,0.001,0.0024051980581134558,0.01944713108241558,0.0016382763860747218,0.0002239943278254941,0.02716563642024994,0.7545651793479919,0.030013026669621468,0.007765356916934252,0.031651291996240616
5,0.002850460121408105,0.03544177487492561,0.002639245009049773,0.00037886816426180303,0.0374031662940979,1.0573046207427979,0.02130228839814663,0.010488241910934448,0.0239415243268013,0.001,0.002356545999646187,0.021063921973109245,0.001689655240625143,0.00022715074010193348,0.028399979695677757,0.8192859888076782,0.0316777303814888,0.008389074355363846,0.03336738795042038
6,0.0027533741667866707,0.032873205840587616,0.0024737112689763308,0.00035922665847465396,0.03623850643634796,1.035099744796753,0.020785149186849594,0.010172169655561447,0.02325887605547905,0.001,0.0023727340158075094,0.021560953930020332,0.0016561424126848578,0.00022711751807946712,0.027199367061257362,0.7627514004707336,0.030410761013627052,0.00786379911005497,0.032066915184259415
7,0.0028191115707159042,0.033621542155742645,0.0025234289932996035,0.00036635284777730703,0.037232182919979095,1.0626720190048218,0.02145279198884964,0.010588581673800945,0.023976217955350876,0.001,0.002278350293636322,0.01927056722342968,0.0016079314518719912,0.0002299421903444454,0.02930368296802044,0.7930004596710205,0.03260336071252823,0.008301322348415852,0.03421129286289215
8,0.002786493394523859,0.032660070806741714,0.0023666417691856623,0.00034955903538502753,0.03509524092078209,0.9867540597915649,0.020419713109731674,0.009852913208305836,0.022786354646086693,0.001,0.002374033210799098,0.022154690697789192,0.001827606582082808,0.00022183898545335978,0.027539070695638657,0.7664735317230225,0.031418342143297195,0.007883601821959019,0.03324595466256142
9,0.002840628381818533,0.03420376405119896,0.002499205060303211,0.00035870791180059314,0.0364188589155674,1.0216578245162964,0.02097383886575699,0.0102735860273242,0.023473041132092476,0.001,0.0023748879320919514,0.01845557801425457,0.0017165838507935405,0.00023290009994525462,0.028893059119582176,0.7723221182823181,0.03101714886724949,0.007897368632256985,0.032733749598264694
