epoch,O1_tagging_binary_crossentropy,O1_tagging_kullback_leibler_divergence,O1_tagging_loss,O1_tagging_mse,O2_subject_binary_crossentropy,O2_subject_kullback_leibler_divergence,O2_subject_loss,O2_subject_mse,loss,lr,val_O1_tagging_binary_crossentropy,val_O1_tagging_kullback_leibler_divergence,val_O1_tagging_loss,val_O1_tagging_mse,val_O2_subject_binary_crossentropy,val_O2_subject_kullback_leibler_divergence,val_O2_subject_loss,val_O2_subject_mse,val_loss
0,0.009829915128648281,0.015821607783436775,0.004884793423116207,0.0005155413527972996,0.03868795558810234,1.083626389503479,0.025332467630505562,0.010981141589581966,0.030217241495847702,0.001,0.00920596718788147,0.0069379364140331745,0.0032924714032560587,0.0004045291570946574,0.031290214508771896,0.8529529571533203,0.03547113761305809,0.008757374249398708,0.038763631135225296
1,0.009837240912020206,0.01568051055073738,0.004682338796555996,0.0005144786555320024,0.0388837568461895,1.0879275798797607,0.024804657325148582,0.01104083750396967,0.02948698215186596,0.001,0.010061036795377731,0.0074523133225739,0.0036315959878265858,0.0004552090249489993,0.03233933821320534,0.8683745861053467,0.03678459674119949,0.008620592765510082,0.04041619226336479
2,0.009905604645609856,0.015704253688454628,0.004893535748124123,0.0005166093469597399,0.03794103115797043,1.059173345565796,0.02440282702445984,0.010814747773110867,0.02929636277258396,0.001,0.008355211466550827,0.00795788038522005,0.0033309904392808676,0.0003897766873706132,0.029709596186876297,0.8084749579429626,0.03339141607284546,0.008258781395852566,0.03672242537140846
3,0.009954423643648624,0.01537273358553648,0.004905723966658115,0.0005195760168135166,0.038429129868745804,1.0813382863998413,0.024139776825904846,0.01110229641199112,0.029045497998595238,0.001,0.010808886960148811,0.007657453417778015,0.003886769525706768,0.0005143137532286346,0.030663292855024338,0.8381076455116272,0.03509487584233284,0.008616325445473194,0.038981642574071884
4,0.009504048153758049,0.01566411927342415,0.004525027237832546,0.0005031560431234539,0.03722456470131874,1.038365125656128,0.023585060611367226,0.010605309158563614,0.028110099956393242,0.001,0.009417800232768059,0.0066560618579387665,0.0032291007228195667,0.0004182356351520866,0.02946065552532673,0.7800620198249817,0.03278834745287895,0.008073987439274788,0.03601745143532753
5,0.009369186125695705,0.01639707386493683,0.004710203502327204,0.0005067771417088807,0.03707783669233322,1.0342226028442383,0.023463182151317596,0.010586688295006752,0.028173387050628662,0.001,0.009708866477012634,0.006793463137000799,0.00333249825052917,0.0004261647700332105,0.03101741150021553,0.8852016925811768,0.03554997593164444,0.008995318785309792,0.03888248652219772
6,0.009542614221572876,0.015813084319233894,0.004739006981253624,0.0005077891401015222,0.03728613257408142,1.0481061935424805,0.023552576079964638,0.01060398668050766,0.02829156257212162,0.001,0.00859597697854042,0.00783862266689539,0.003136601997539401,0.0003803191939368844,0.029572198167443275,0.8090680837631226,0.03463514521718025,0.008220621384680271,0.03777176886796951
7,0.009777822531759739,0.01599511317908764,0.0047916523180902,0.0005106902099214494,0.037361226975917816,1.0598459243774414,0.023335924372076988,0.010772251524031162,0.028127575293183327,0.001,0.008780332282185555,0.008295965380966663,0.0032889836002141237,0.00039895533700473607,0.03069104067981243,0.8289812207221985,0.03435535728931427,0.00841576512902975,0.03764432668685913
8,0.00982187781482935,0.016432657837867737,0.0046744756400585175,0.0005138363922014832,0.037101861089468,1.0453671216964722,0.022915199398994446,0.010724328458309174,0.027589675039052963,0.001,0.01055087335407734,0.006307398434728384,0.0035094344057142735,0.0004577989166136831,0.03192663565278053,0.8650109171867371,0.037114862352609634,0.008645901456475258,0.04062429070472717
9,0.010168380104005337,0.015254948288202286,0.004915045574307442,0.0005206080968491733,0.03810228779911995,1.0782647132873535,0.02427542954683304,0.011022541671991348,0.029190458357334137,0.001,0.009691275656223297,0.005964525509625673,0.003333325032144785,0.00042038114042952657,0.03064642660319805,0.8197023272514343,0.034485310316085815,0.008254834450781345,0.03781864419579506
